nombre_entidad,nit_entidad,nivel,orden,numero_de_resolucion,documento_contratista,nombre_contratista,numero_de_contrato,valor_sancion,fecha_de_publicacion,ruta_de_proceso,cod_depto,cod_mpio,dpto,nom_mpio
FONDO ADAPTACIÓN (FA),900450205,NACIONAL,NACIONAL CENTRALIZADO,R-056-2013,890108661,CONSTRUCCIONES E INVERSIONES BETA SAS,115 de 2013,13579500,2013-11-25T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3087,08,8001,ATLANTICO,BARRANQUILLA
INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,800150861,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCION 326,802021604,ALMACEN FRIOCOSTA EU,ACEPTACION 034-DRNT-2014,0,2015-08-05T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2430,08,8001,ATLANTICO,BARRANQUILLA
INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,800150861,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCION 678 DEL 14 DIC DE 2015,8002171296,ACCESAR SAS,ACEPTACION 031-DRNT-2015,0,2016-02-12T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3141,08,8001,ATLANTICO,BARRANQUILLA
MINISTERIO DE EDUCACIÓN NACIONAL (MEN),899999001,NACIONAL,NACIONAL CENTRALIZADO,RESOLUCION No. 19443,900580175,UNION TEMPORAL ESCUELAS SYE 2012,987 de 2012,253964394,2015-11-25T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2958,08,8001,ATLANTICO,BARRANQUILLA
MINISTERIO DE EDUCACIÓN NACIONAL (MEN),899999001,NACIONAL,NACIONAL CENTRALIZADO,RESOLUCIÓN No.22116,900580175,UNION TEMPORAL ESCUELAS SYE 2012,987 DE 2012,383776432,2014-12-23T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2616,08,8001,ATLANTICO,BARRANQUILLA
MINISTERIO DE EDUCACIÓN NACIONAL (MEN),899999001,NACIONAL,NACIONAL CENTRALIZADO,19443,900580175,UNION TEMPORAL ESCUELAS SYE 2012,987 DE 2012,253964395,2015-11-25T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2955,08,8001,ATLANTICO,BARRANQUILLA
MINISTERIO DE EDUCACIÓN NACIONAL (MEN),899999001,NACIONAL,NACIONAL CENTRALIZADO,RESOLUCIÓN No. 12701,900580175,UNION TEMPORAL ESCUELAS SYE 2012,987 DE 2012,253964394,2015-08-18T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2626,08,8001,ATLANTICO,BARRANQUILLA
MINISTERIO DE EDUCACIÓN NACIONAL (MEN),899999001,NACIONAL,NACIONAL CENTRALIZADO,RESOLUCION No. 19443,900580175,UNION TEMPORAL ESCUELAS SYE 2012,987 DE 2012,253964394,2015-11-25T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2956,08,8001,ATLANTICO,BARRANQUILLA
INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,800150861,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCION 526 DEL 29 DE JUNIO DE 2018,901139045,UNION TEMPORAL MEDICINA LEGAL CAMPA,002-DRNT-2017,0,2018-06-29T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7240,08,8001,ATLANTICO,BARRANQUILLA
INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,800150861,NACIONAL,NACIONAL DESCENTRALIZADO,Resolución 526 del 29 de Junio de 2018,901139045,UNION TEMPORAL MEDICINA LEGAL CAMPA,002-DRNT-2017,0,2018-06-29T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7241,08,8001,ATLANTICO,BARRANQUILLA
INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,800150861,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCION 526 DEL 29 DE JUNIO DE 2018,901139045,UNION TEMPORAL MEDICINA LEGAL CAMPA,002-DRNT-2017,0,2018-06-29T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7243,08,8001,ATLANTICO,BARRANQUILLA
INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,800150861,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCION 526 DEL 29 DE JUNIO DE 2018,901139045,UNION TEMPORAL MEDICINA LEGAL CAMPA,002-DRNT-2017,0,2018-06-29T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7239,08,8001,ATLANTICO,BARRANQUILLA
INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,800150861,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCIÓN No. 526 DEL 29 DE JUNIO DE 2018,901139045,UNION TEMPORAL MEDICINA LEGAL CAMPA,002-DRNT-2017,0,2018-06-29T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7246,08,8001,ATLANTICO,BARRANQUILLA
INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,800150861,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCIÓN No. 526 DEL 29 DE JUNIO DE 2018,901139045,UNION TEMPORAL MEDICINA LEGAL CAMPA,002-DRNT-2017,0,2018-06-29T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7247,08,8001,ATLANTICO,BARRANQUILLA
INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,800150861,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCIÓN No. 526 DEL 29 DE JUNIO DE 2018,901139045,UNION TEMPORAL MEDICINA LEGAL CAMPA,002-DRNT-2017,0,2018-06-29T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7245,08,8001,ATLANTICO,BARRANQUILLA
"ATLÁNTICO - ALCALDÍA DISTRITO ESPECIAL, INDUSTRIAL Y PORTUARIO BARRANQUILLA",NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,176,901122764,UNION TEMPORAL ALSOMA,CD-012017002463,99547517,2018-07-23T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7418,08,8001,ATLANTICO,BARRANQUILLA
"ATLÁNTICO - ALCALDÍA DISTRITO ESPECIAL, INDUSTRIAL Y PORTUARIO BARRANQUILLA",NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,176,901122764,UNION TEMPORAL ALSOMA,CD-012017002463,99547517,2018-07-23T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7419,08,8001,ATLANTICO,BARRANQUILLA
ATLÁNTICO - CONTRALORÍA DEPARTAMENTAL DEL ATLÁNTICO,890103037,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,000474,72222297,IVAN CABANA SALAMANCA,CONTRATO 015-2015,392000,2015-12-15T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3264,08,8001,ATLANTICO,BARRANQUILLA
ARMADA NACIONAL DE LA REPÚBLICA DE COLOMBIA,800141644,NACIONAL,NACIONAL CENTRALIZADO,003 ARC JOLA 2019,9008056737,CONSORCIO BARRANQUILLA 023,015 ARC JOLA2014,21218856,2019-03-08T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8276,08,8001,ATLANTICO,BARRANQUILLA
ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,RESOLUCION 249 DE 2017,830513276,FACTORIAS ANDINAS SAS,06-201-2016,247690000,2017-03-13T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5339,05,5615,ANTIOQUIA,RIONEGRO
ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,RESOLUCION 274 EL 2 DE JUNIO DE 2016,98639809,JUAN MANUEL SUAREZ OSORIO,06-456-2015,13760000,2016-06-02T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5155,05,5615,ANTIOQUIA,RIONEGRO
ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,RESOLUCION 279 EL 3 DE JUNIO DE 2016,98639809,JUAN MANUEL SUAREZ OSORIO,456 DE 2015,13760000,2016-06-03T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5156,05,5615,ANTIOQUIA,RIONEGRO
ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,RESOLUCION 907 DE 2017,860050247,VIGIAS DE COLOMBIA  SRL LTDA,06-063-2016,14823261,2016-11-17T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5657,05,5615,ANTIOQUIA,RIONEGRO
ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,RESOLUCION 296 DEL 24 DE MARZO DE 2017,8305132769,FACTORIAS ANDINAS SAS,06-201-2016,247690000,2017-03-24T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5340,05,5615,ANTIOQUIA,RIONEGRO
ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,RESOLUCION 696,860050247,VIGIAS DE COLOMBIA  SRL LTDA,06-063-2016,14823261,2016-10-07T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5655,05,5615,ANTIOQUIA,RIONEGRO
ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,1204,900260321,CON EFECTIVIDAD SAS,06-334-2015,999055,2017-12-18T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6655,05,5615,ANTIOQUIA,RIONEGRO
ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,650,890935513,ANALYTICA SAS,06-045-2019,15903790,2019-06-26T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8777,05,5615,ANTIOQUIA,RIONEGRO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0664 DE 2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0664 -2019,0,2019-11-25T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9118,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0706 DE 2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0706 -2019,0,2019-12-09T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9178,50,50001,META,VILLAVICENCIO
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,005 del 05 de Diciembre de 2019,901144306,DIGITAL CENTER VENTAS E IMPORTACIONES JE SAS,023-00-E-CACOM-2-GRUAL-2019,1436568,2019-12-05T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9159,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0730-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0730 -2019,0,2019-12-26T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9238,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0729-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,PUBLICACIÓN ACTO ADMINISTRATIVO,0,2019-12-20T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9219,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0673-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCIÓN   No.  0673 de 2019,0,2020-01-31T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9319,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0099 DE 2020,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCIÓN   No.  0099 DE 2020,0,2020-02-06T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9342,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0128 DE 2020,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCIÓN   No.  0128 DE 2020,0,2020-02-25T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9421,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0193-2020,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCIÓN   No.  0193 DE 2020,0,2020-03-12T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9478,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0219-2020,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCIÓN   No.  0219 DE 2020,0,2020-03-30T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9518,50,50001,META,VILLAVICENCIO
META - GOBERNACIÓN,NO DEFINIDO,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,RESOLUCION No. 013 DE 2016,8301312088,CORPORACION RED PAIS RURAL,CONTRATO 1317 DE 2013,1082353000,2016-03-31T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3330,50,50001,META,VILLAVICENCIO
META - GOBERNACIÓN,NO DEFINIDO,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,012 DEL 11 DE JUNIO DE 2014,9002544885,TECNOLOGIA INFORMATICA ORIENTAL LTDA - TIO LTDA,CONTRATO 1331 DE 2013,137918400,2014-06-11T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1000,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0313-2020,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCIÓN   No.  0313 DE 2020( mayo 29),0,2020-06-09T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9620,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0433-2020,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCIÓN   No.  0433 DE 2020,0,2020-09-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9738,50,50001,META,VILLAVICENCIO
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,017,17327314,YESID CERVERA LOZANO,001597,360000,2015-02-23T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1843,50,50001,META,VILLAVICENCIO
META - INSTITUTO DE TURISMO DE VILLAVICENCIO,822005959,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,RESOLUCION 069 DE 2016,79822728,WILSON PEDREROS FONSECA,115 DE 2015,2940000,2016-06-13T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3677,50,50001,META,VILLAVICENCIO
META - GOBERNACIÓN,NO DEFINIDO,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,150 DE 2017,901046308,UNION TEMPORAL DEMET 2016,CONTRATO 0076 DE 2017,14754800,2017-12-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6495,50,50001,META,VILLAVICENCIO
META - GOBERNACIÓN,NO DEFINIDO,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,RESOLUCION No. 004 DE 2020,900332697,IPS REGION VIVA SAS,2300 DE 2019,10038044,2020-05-19T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9825,50,50001,META,VILLAVICENCIO
META - GOBERNACIÓN,NO DEFINIDO,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,RESOLUCION No. 1232 DE 2018,900277511,COMERCIALIZADORA LICUAEXPRES SAS,CONTRATO 0452 DE 2016,98289484,2018-03-20T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6898,50,50001,META,VILLAVICENCIO
META - ALCALDÍA MUNICIPIO DE VILLAVICENCIO,892099324,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,RESOLUCION 1010-12/118,9004033554,UNION TEMPORAL RAC´S CENTRO VIDA,1334 DE 2010,153615707,2017-05-11T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5596,50,50001,META,VILLAVICENCIO
META - ALCALDÍA MUNICIPIO DE VILLAVICENCIO,892099324,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,RESOLUCION 1010-12/118,9004033554,UNION TEMPORAL RAC´S CENTRO VIDA,1334 DE 2010,153615707,2017-05-11T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5597,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0643-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0643 -2019,0,2019-11-07T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9019,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0211-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0211-2019,0,2019-03-28T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8317,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0863-2017,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0863-2017,0,2018-01-31T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6675,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0755-2018,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0755-2018,0,2018-12-11T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7918,50,50001,META,VILLAVICENCIO
FUERZA AÉREA COLOMBIANA,899999102,NACIONAL,NACIONAL CENTRALIZADO,RESOLUCION N. 006,9001904588,SERVIPOSTAL LOGISTICA NACIONAL SAS,098-00-E-CACOM-2-AYUPE-2014,6315201,2016-02-18T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3433,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0569-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0569 -2019,0,2019-10-09T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8939,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0091-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION No 0091 DE 2019,0,2019-02-14T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8117,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0154-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0154-2019,0,2019-02-28T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8176,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0089 DE 2018,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCIÓN  No 0089 DE 2018,0,2018-02-13T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6776,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0483-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0483 -2019,0,2019-08-14T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8797,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0064-2018,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0064-2018,0,2018-02-05T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6735,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0469-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0469 -2019,0,2019-08-05T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8738,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0201-2018,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0201-2018,0,2018-04-13T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7015,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0402-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0402-2019,0,2019-06-28T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8623,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0529-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0529 -2019,0,2019-09-13T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8878,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0305-2018,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0305-2018,0,2018-05-31T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7195,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0426-2018,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION 0426-2018,0,2018-07-31T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7356,50,50001,META,VILLAVICENCIO
META - E.S.E. HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0680-2019,8920005015,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,RESOLUCION No 0680 DE 2018,0,2019-01-31T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8057,50,50001,META,VILLAVICENCIO
